symbol,open,ORH,ORL,close,prev_close,Pivot,Range,S1,R1,date
SWIGGY,309.1000061035156,310.3999938964844,304.95001220703125,309.1499938964844,311.75,314.53333536783856,11.550018310546875,310.12122837320965,318.9454423624675,2026-01-27
TATACOMM,1547.800048828125,1558.800048828125,1543.199951171875,1548.800048828125,1560.199951171875,1561.7333170572917,43.0,1545.3073170572918,1578.1593170572917,2026-01-27
TATACONSUM,1155.9000244140625,1159.0,1149.5,1154.0,1153.5,1163.6666666666667,38.10009765625,1149.1124293619791,1178.2209039713543,2026-01-27
TATAELXSI,5385.0,5405.5,5362.0,5376.5,5409.5,5430.5,133.0,5379.694,5481.306,2026-01-27
TATAPOWER,344.29998779296875,347.3999938964844,342.6000061035156,346.04998779296875,345.25,348.1166687011719,10.899993896484375,343.9528710327148,352.2804663696289,2026-01-27
TATASTEEL,188.27999877929688,189.22000122070312,187.74000549316406,188.5800018310547,187.61000061035156,189.09333292643228,5.1299896240234375,187.13367689005534,191.05298896280922,2026-01-27
TATATECH,651.7000122070312,654.1500244140625,649.4500122070312,652.0,657.5499877929688,656.8666585286459,14.85003662109375,651.1939445393881,662.5393725179036,2026-01-27
TCS,3144.199951171875,3148.300048828125,3131.300048828125,3143.699951171875,3162.5,3169.6666666666665,42.5,3153.4316666666664,3185.9016666666666,2026-01-27
TECHM,1707.0,1710.699951171875,1703.300048828125,1709.199951171875,1701.0999755859375,1699.9999593098958,20.5,1692.1689593098959,1707.8309593098957,2026-01-27
TIINDIA,2181.699951171875,2191.89990234375,2166.0,2187.699951171875,2219.39990234375,2243.2000325520835,90.0,2208.8200325520834,2277.5800325520836,2026-01-27
TITAN,4016.10009765625,4019.39990234375,4004.5,4012.0,4021.800048828125,4021.7000325520835,83.300048828125,3989.8794138997396,4053.5206512044274,2026-01-27
TMPV,339.3500061035156,339.3500061035156,337.1000061035156,337.95001220703125,344.45001220703125,345.8666687011719,8.850006103515625,342.4859663696289,349.24737103271485,2026-01-27
TORNTPHARM,3921.5,3959.39990234375,3910.39990234375,3955.199951171875,3932.199951171875,3957.8333333333335,133.900146484375,3906.683477376302,4008.983189290365,2026-01-27
TORNTPOWER,1278.199951171875,1289.4000244140625,1274.4000244140625,1280.199951171875,1270.699951171875,1286.63330078125,54.800048828125,1265.6996821289063,1307.5669194335937,2026-01-27
TRENT,3740.0,3744.699951171875,3718.10009765625,3740.39990234375,3755.89990234375,3779.9666341145835,96.0,3743.2946341145835,3816.6386341145835,2026-01-27
TVSMOTOR,3534.5,3538.199951171875,3508.800048828125,3532.10009765625,3549.800048828125,3566.3333333333335,76.800048828125,3536.9957146809897,3595.670951985677,2026-01-27
ULTRACEMCO,12809.0,12813.0,12610.0,12699.0,12369.0,12402.0,271.0,12298.478,12505.522,2026-01-27
UNIONBANK,173.75,173.75,172.25999450683594,172.77000427246094,172.77000427246094,174.586669921875,6.9900054931640625,171.91648782348634,177.25685202026366,2026-01-27
UNITDSPR,1303.300048828125,1322.4000244140625,1300.4000244140625,1319.0999755859375,1333.0,1339.1666666666667,30.5,1327.5156666666667,1350.8176666666668,2026-01-27
UPL,702.0,705.0999755859375,701.0499877929688,702.7999877929688,702.5499877929688,703.9000040690104,13.8499755859375,698.6093133951822,709.1906947428386,2026-01-27
VBL,470.29998779296875,472.5,467.70001220703125,472.29998779296875,474.1000061035156,478.3666687011719,18.70001220703125,471.2232640380859,485.51007336425783,2026-01-27
VEDL,698.8499755859375,702.0,694.6500244140625,697.3499755859375,684.1500244140625,688.2000122070312,17.54998779296875,681.4959168701172,694.9041075439453,2026-01-27
VMM,123.55000305175781,124.18000030517578,122.88999938964844,123.41000366210938,124.58000183105469,124.0933329264323,2.6999969482421875,123.06193409220378,125.12473176066081,2026-01-27
VOLTAS,1308.699951171875,1321.9000244140625,1306.199951171875,1313.0,1315.4000244140625,1324.4666748046875,68.0,1298.4906748046874,1350.4426748046876,2026-01-27
WAAREEENER,2570.39990234375,2629.699951171875,2541.60009765625,2621.89990234375,2599.300048828125,2626.1000162760415,107.0,2585.2260162760417,2666.9740162760413,2026-01-27
WIPRO,233.25,233.35000610351562,231.8000030517578,232.5500030517578,238.39999389648438,239.93333435058594,5.6999969482421875,237.75593551635743,242.11073318481445,2026-01-27
YESBANK,20.950000762939453,20.950000762939453,20.760000228881836,20.809999465942383,20.920000076293945,21.15999984741211,0.9600009918212891,20.793279468536376,21.526720226287843,2026-01-27
ZYDUSLIFE,883.0999755859375,887.5,880.0,886.4500122070312,882.0,886.3833414713541,17.1500244140625,879.8320321451822,892.934650797526,2026-01-27
